sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
1,003;818;;1000rounds;Yes;Yes;2;0,68734;0,74183;0,00000;0,07331;1,42917;boa-negotiator.boaframework.offeringstrategy.anac2010.Nozomi_Offering-negotiator.boaframework.acceptanceconditions.anac2011.AC_HardHeaded-negotiator.boaframework.opponentmodel.UniformModel-negotiator.boaframework.omstrategy.OfferBestN_t_n@170;Agent_K@171;0.82;0.885;0.6873428362748527;0.7418273293942008;0.6873428362748527;0.0;0.0;0.0;0.6873428362748527;0.7418273293942008;Grocery_domain_sam.xml;Grocery_domain_mary.xml
1,469;717;;1000rounds;Yes;Yes;2;0,66395;0,82244;0,00000;0,14539;1,48639;Agent_K2@172;Agent_K@173;0.775;0.96;0.6639506233160547;0.8224420624302097;0.0;0.0;0.0;0.0;0.6639506233160547;0.8224420624302097;Grocery_domain_sam.xml;Grocery_domain_mary.xml
1,441;737;;1000rounds;Yes;Yes;2;0,71653;0,76345;0,00000;0,00000;1,47999;Agent_K@174;Agent_K@175;0.895;0.8400000000000001;0.7634506562723389;0.7165346941550443;0.0;0.0;0.0;0.0;0.7634506562723389;0.7165346941550443;Grocery_domain_sam.xml;Grocery_domain_mary.xml
4,911;952;;1000rounds;Yes;Yes;2;0,56187;0,75324;0,00000;0,12457;1,31511;Yushu@176;Agent_K@177;0.925;0.6900000000000001;0.7532361118144212;0.5618734239480547;0.0;0.0;0.0;0.0;0.7532361118144212;0.5618734239480547;Grocery_domain_sam.xml;Grocery_domain_mary.xml
1,064;760;;1000rounds;Yes;Yes;2;0,71298;0,75967;0,00000;0,00000;1,47265;Gahboninho@178;Agent_K@179;0.895;0.8400000000000001;0.7596672576227083;0.712983794863771;0.0;0.0;0.0;0.0;0.7596672576227083;0.712983794863771;Grocery_domain_sam.xml;Grocery_domain_mary.xml
3,026;1000;;1000rounds;Yes;Yes;2;0,55608;0,74547;0,00000;0,12328;1,30154;boa-negotiator.boaframework.offeringstrategy.anac2010.Nozomi_Offering-negotiator.boaframework.acceptanceconditions.anac2011.AC_HardHeaded-negotiator.boaframework.opponentmodel.UniformModel-negotiator.boaframework.omstrategy.OfferBestN_t_n@180;Yushu@181;0.925;0.6900000000000001;0.7454669426970297;0.5560780437415681;0.7454669426970297;0.0;0.0;0.0;0.7454669426970297;0.5560780437415681;Grocery_domain_sam.xml;Grocery_domain_mary.xml
2,361;722;;1000rounds;Yes;Yes;2;0,66323;0,82155;0,00000;0,14523;1,48479;Agent_K2@182;Yushu@183;0.775;0.96;0.6632339472157706;0.8215543088092124;0.0;0.0;0.0;0.0;0.6632339472157706;0.8215543088092124;Grocery_domain_sam.xml;Grocery_domain_mary.xml
2,890;835;;1000rounds;Yes;Yes;2;0,64724;0,80174;0,00000;0,14173;1,44899;Agent_K@184;Yushu@185;0.775;0.96;0.647241773512486;0.8017446484799826;0.0;0.0;0.0;0.0;0.647241773512486;0.8017446484799826;Grocery_domain_sam.xml;Grocery_domain_mary.xml
5,742;952;;1000rounds;Yes;Yes;2;0,66773;0,72066;0,00000;0,07122;1,38840;Yushu@186;Yushu@187;0.82;0.885;0.6677336342571084;0.7206637394116353;0.0;0.0;0.0;0.0;0.6677336342571084;0.7206637394116353;Grocery_domain_sam.xml;Grocery_domain_mary.xml
2,678;759;;1000rounds;Yes;Yes;2;0,65795;0,81501;0,00000;0,14408;1,47297;Gahboninho@188;Yushu@189;0.775;0.96;0.6579545319227289;0.8150146459946062;0.0;0.0;0.0;0.0;0.6579545319227289;0.8150146459946062;Grocery_domain_sam.xml;Grocery_domain_mary.xml
0,610;760;;1000rounds;Yes;Yes;2;0,58567;0,78513;0,00000;0,12984;1,37080;boa-negotiator.boaframework.offeringstrategy.anac2010.Nozomi_Offering-negotiator.boaframework.acceptanceconditions.anac2011.AC_HardHeaded-negotiator.boaframework.opponentmodel.UniformModel-negotiator.boaframework.omstrategy.OfferBestN_t_n@190;Gahboninho@191;0.925;0.6900000000000001;0.7851309645821287;0.585665260066669;0.7851309645821287;0.0;0.0;0.0;0.7851309645821287;0.585665260066669;Grocery_domain_sam.xml;Grocery_domain_mary.xml
0,688;702;;1000rounds;Yes;Yes;2;0,66611;0,82511;0,00000;0,14586;1,49122;Agent_K2@192;Gahboninho@193;0.775;0.96;0.6661053015122502;0.8251110831635615;0.0;0.0;0.0;0.0;0.6661053015122502;0.8251110831635615;Grocery_domain_sam.xml;Grocery_domain_mary.xml
0,875;760;;1000rounds;Yes;Yes;2;0,71298;0,75967;0,00000;0,00000;1,47265;Agent_K@194;Gahboninho@195;0.895;0.8400000000000001;0.7596672576227083;0.712983794863771;0.0;0.0;0.0;0.0;0.7596672576227083;0.712983794863771;Grocery_domain_sam.xml;Grocery_domain_mary.xml
3,084;952;;1000rounds;Yes;Yes;2;0,56187;0,75324;0,00000;0,12457;1,31511;Yushu@196;Gahboninho@197;0.925;0.6900000000000001;0.7532361118144212;0.5618734239480547;0.0;0.0;0.0;0.0;0.7532361118144212;0.5618734239480547;Grocery_domain_sam.xml;Grocery_domain_mary.xml
0,366;760;;1000rounds;Yes;Yes;2;0,65781;0,81484;0,00000;0,14404;1,47265;Gahboninho@198;Gahboninho@199;0.775;0.96;0.6578124297850267;0.8148386227014524;0.0;0.0;0.0;0.0;0.6578124297850267;0.8148386227014524;Grocery_domain_sam.xml;Grocery_domain_mary.xml
0,561;1001;;1000rounds;No;Yes;1;0,00000;0,00000;0,88356;0,98900;0,00000;boa-negotiator.boaframework.offeringstrategy.anac2010.Nozomi_Offering-negotiator.boaframework.acceptanceconditions.anac2011.AC_HardHeaded-negotiator.boaframework.opponentmodel.UniformModel-negotiator.boaframework.omstrategy.OfferBestN_t_n@200;boa-negotiator.boaframework.offeringstrategy.anac2010.Nozomi_Offering-negotiator.boaframework.acceptanceconditions.anac2011.AC_HardHeaded-negotiator.boaframework.opponentmodel.UniformModel-negotiator.boaframework.omstrategy.OfferBestN_t_n@201;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Grocery_domain_sam.xml;Grocery_domain_mary.xml
0,700;691;;1000rounds;Yes;Yes;2;0,70646;0,76246;0,00000;0,07535;1,46892;Agent_K2@202;boa-negotiator.boaframework.offeringstrategy.anac2010.Nozomi_Offering-negotiator.boaframework.acceptanceconditions.anac2011.AC_HardHeaded-negotiator.boaframework.opponentmodel.UniformModel-negotiator.boaframework.omstrategy.OfferBestN_t_n@203;0.82;0.885;0.7064589292430716;0.7624587224147785;0.0;0.7624587224147785;0.0;0.0;0.7064589292430716;0.7624587224147785;Grocery_domain_sam.xml;Grocery_domain_mary.xml
0,992;795;;1000rounds;Yes;Yes;2;0,70761;0,75395;0,00000;0,00000;1,46156;Agent_K@204;boa-negotiator.boaframework.offeringstrategy.anac2010.Nozomi_Offering-negotiator.boaframework.acceptanceconditions.anac2011.AC_HardHeaded-negotiator.boaframework.opponentmodel.UniformModel-negotiator.boaframework.omstrategy.OfferBestN_t_n@205;0.895;0.8400000000000001;0.753945855232387;0.7076139870337487;0.0;0.7076139870337487;0.0;0.0;0.753945855232387;0.7076139870337487;Grocery_domain_sam.xml;Grocery_domain_mary.xml
3,217;974;;1000rounds;Yes;Yes;2;0,68078;0,72535;0,00000;0,00000;1,40613;Yushu@206;boa-negotiator.boaframework.offeringstrategy.anac2010.Nozomi_Offering-negotiator.boaframework.acceptanceconditions.anac2011.AC_HardHeaded-negotiator.boaframework.opponentmodel.UniformModel-negotiator.boaframework.omstrategy.OfferBestN_t_n@207;0.895;0.8400000000000001;0.7253517750268428;0.6807770849413944;0.0;0.6807770849413944;0.0;0.0;0.7253517750268428;0.6807770849413944;Grocery_domain_sam.xml;Grocery_domain_mary.xml
0,313;759;;1000rounds;Yes;Yes;2;0,65795;0,81501;0,00000;0,14408;1,47297;Gahboninho@208;boa-negotiator.boaframework.offeringstrategy.anac2010.Nozomi_Offering-negotiator.boaframework.acceptanceconditions.anac2011.AC_HardHeaded-negotiator.boaframework.opponentmodel.UniformModel-negotiator.boaframework.omstrategy.OfferBestN_t_n@209;0.775;0.96;0.6579545319227289;0.8150146459946062;0.0;0.8150146459946062;0.0;0.0;0.6579545319227289;0.8150146459946062;Grocery_domain_sam.xml;Grocery_domain_mary.xml
0,447;556;;1000rounds;Yes;Yes;2;0,74510;0,79389;0,00000;0,00000;1,53899;boa-negotiator.boaframework.offeringstrategy.anac2010.Nozomi_Offering-negotiator.boaframework.acceptanceconditions.anac2011.AC_HardHeaded-negotiator.boaframework.opponentmodel.UniformModel-negotiator.boaframework.omstrategy.OfferBestN_t_n@210;Agent_K2@211;0.895;0.8400000000000001;0.7938895163680172;0.7451030097755693;0.7938895163680172;0.0;0.0;0.0;0.7938895163680172;0.7451030097755693;Grocery_domain_sam.xml;Grocery_domain_mary.xml
0,577;481;;1000rounds;Yes;Yes;2;0,75727;0,80686;0,00000;0,00000;1,56413;Agent_K2@212;Agent_K2@213;0.895;0.8400000000000001;0.8068552017414412;0.757271921187498;0.0;0.0;0.0;0.0;0.8068552017414412;0.757271921187498;Grocery_domain_sam.xml;Grocery_domain_mary.xml
1,269;748;;1000rounds;Yes;Yes;2;0,71483;0,76164;0,00000;0,00000;1,47647;Agent_K@214;Agent_K2@215;0.895;0.8400000000000001;0.7616388596233031;0.7148342369648879;0.0;0.0;0.0;0.0;0.7616388596233031;0.7148342369648879;Grocery_domain_sam.xml;Grocery_domain_mary.xml
3,141;828;;1000rounds;Yes;Yes;2;0,52694;0,81550;0,00000;0,18796;1,34245;Yushu@216;Agent_K2@217;0.975;0.63;0.815504012960481;0.5269410545283109;0.0;0.0;0.0;0.0;0.815504012960481;0.5269410545283109;Grocery_domain_sam.xml;Grocery_domain_mary.xml
0,828;760;;1000rounds;Yes;Yes;2;0,58567;0,78513;0,00000;0,12984;1,37080;Gahboninho@218;Agent_K2@219;0.925;0.6900000000000001;0.7851309645821287;0.585665260066669;0.0;0.0;0.0;0.0;0.7851309645821287;0.585665260066669;Grocery_domain_sam.xml;Grocery_domain_mary.xml
1,393;802;;1000rounds;Yes;Yes;2;0,70654;0,75281;0,00000;0,00000;1,45935;boa-negotiator.boaframework.offeringstrategy.anac2010.Nozomi_Offering-negotiator.boaframework.acceptanceconditions.anac2011.AC_HardHeaded-negotiator.boaframework.opponentmodel.UniformModel-negotiator.boaframework.omstrategy.OfferBestN_t_n@220;Agent_K@221;0.895;0.8400000000000001;0.7528067560352963;0.7065448883459765;0.7528067560352963;0.0;0.0;0.0;0.7528067560352963;0.7065448883459765;Grocery_domain_sam.xml;Grocery_domain_mary.xml
1,049;693;;1000rounds;Yes;Yes;2;0,70615;0,76213;0,00000;0,07532;1,46828;Agent_K2@222;Agent_K@223;0.82;0.885;0.7061538063862453;0.7621294129900331;0.0;0.0;0.0;0.0;0.7061538063862453;0.7621294129900331;Grocery_domain_sam.xml;Grocery_domain_mary.xml
1,576;800;;1000rounds;Yes;Yes;2;0,70685;0,75313;0,00000;0,00000;1,45998;Agent_K@224;Agent_K@225;0.895;0.8400000000000001;0.7531320372218626;0.7068501801858823;0.0;0.0;0.0;0.0;0.7531320372218626;0.7068501801858823;Grocery_domain_sam.xml;Grocery_domain_mary.xml
3,631;953;;1000rounds;Yes;Yes;2;0,56175;0,75307;0,00000;0,12454;1,31483;Yushu@226;Agent_K@227;0.925;0.6900000000000001;0.7530734311784651;0.5617520729871794;0.0;0.0;0.0;0.0;0.7530734311784651;0.5617520729871794;Grocery_domain_sam.xml;Grocery_domain_mary.xml
1,165;760;;1000rounds;Yes;Yes;2;0,71298;0,75967;0,00000;0,00000;1,47265;Gahboninho@228;Agent_K@229;0.895;0.8400000000000001;0.7596672576227083;0.712983794863771;0.0;0.0;0.0;0.0;0.7596672576227083;0.712983794863771;Grocery_domain_sam.xml;Grocery_domain_mary.xml
3,349;911;;1000rounds;Yes;Yes;2;0,67367;0,72707;0,00000;0,07186;1,40075;boa-negotiator.boaframework.offeringstrategy.anac2010.Nozomi_Offering-negotiator.boaframework.acceptanceconditions.anac2011.AC_HardHeaded-negotiator.boaframework.opponentmodel.UniformModel-negotiator.boaframework.omstrategy.OfferBestN_t_n@230;Yushu@231;0.82;0.885;0.6736733164228401;0.7270742500417239;0.6736733164228401;0.0;0.0;0.0;0.6736733164228401;0.7270742500417239;Grocery_domain_sam.xml;Grocery_domain_mary.xml
2,128;725;;1000rounds;Yes;Yes;2;0,66280;0,82102;0,00000;0,14514;1,48383;Agent_K2@232;Yushu@233;0.775;0.96;0.6628043129315891;0.8210221166636459;0.0;0.0;0.0;0.0;0.6628043129315891;0.8210221166636459;Grocery_domain_sam.xml;Grocery_domain_mary.xml
4,815;837;;1000rounds;Yes;Yes;2;0,64696;0,80140;0,00000;0,14167;1,44836;Agent_K@234;Yushu@235;0.775;0.96;0.6469622268172477;0.8013983712833003;0.0;0.0;0.0;0.0;0.6469622268172477;0.8013983712833003;Grocery_domain_sam.xml;Grocery_domain_mary.xml
23,396;952;;1000rounds;Yes;Yes;2;0,66773;0,72066;0,00000;0,07122;1,38840;Yushu@238;Yushu@239;0.82;0.885;0.6677336342571084;0.7206637394116353;0.0;0.0;0.0;0.0;0.6677336342571084;0.7206637394116353;Grocery_domain_sam.xml;Grocery_domain_mary.xml
11,096;952;;1000rounds;Yes;Yes;2;0,66773;0,72066;0,00000;0,07122;1,38840;Gahboninho@240;Yushu@241;0.82;0.885;0.6677336342571084;0.7206637394116353;0.0;0.0;0.0;0.0;0.6677336342571084;0.7206637394116353;Grocery_domain_sam.xml;Grocery_domain_mary.xml
5,093;760;;1000rounds;Yes;Yes;2;0,58567;0,78513;0,00000;0,12984;1,37080;boa-negotiator.boaframework.offeringstrategy.anac2010.Nozomi_Offering-negotiator.boaframework.acceptanceconditions.anac2011.AC_HardHeaded-negotiator.boaframework.opponentmodel.UniformModel-negotiator.boaframework.omstrategy.OfferBestN_t_n@242;Gahboninho@243;0.925;0.6900000000000001;0.7851309645821287;0.585665260066669;0.7851309645821287;0.0;0.0;0.0;0.7851309645821287;0.585665260066669;Grocery_domain_sam.xml;Grocery_domain_mary.xml
4,937;702;;1000rounds;Yes;Yes;2;0,66611;0,82511;0,00000;0,14586;1,49122;Agent_K2@244;Gahboninho@245;0.775;0.96;0.6661053015122502;0.8251110831635615;0.0;0.0;0.0;0.0;0.6661053015122502;0.8251110831635615;Grocery_domain_sam.xml;Grocery_domain_mary.xml
10,173;760;;1000rounds;Yes;Yes;2;0,71298;0,75967;0,00000;0,00000;1,47265;Agent_K@246;Gahboninho@247;0.895;0.8400000000000001;0.7596672576227083;0.712983794863771;0.0;0.0;0.0;0.0;0.7596672576227083;0.712983794863771;Grocery_domain_sam.xml;Grocery_domain_mary.xml
6,769;952;;1000rounds;Yes;Yes;2;0,56187;0,75324;0,00000;0,12457;1,31511;Yushu@250;Gahboninho@251;0.925;0.6900000000000001;0.7532361118144212;0.5618734239480547;0.0;0.0;0.0;0.0;0.7532361118144212;0.5618734239480547;Grocery_domain_sam.xml;Grocery_domain_mary.xml
7,628;760;;1000rounds;Yes;Yes;2;0,65781;0,81484;0,00000;0,14404;1,47265;Gahboninho@254;Gahboninho@255;0.775;0.96;0.6578124297850267;0.8148386227014524;0.0;0.0;0.0;0.0;0.6578124297850267;0.8148386227014524;Grocery_domain_sam.xml;Grocery_domain_mary.xml
